normalized_at,source_facility_code,actual_occupancy,predicted_occupancy,error,absolute_error,squared_error,underprediction,overprediction,occupancy_regime
2016-12-13 10:00:00,BHMMBMMBX01,0.7117903930131004,0.910460352897644,0.1986699598845436,0.1986699598845436,0.03946975296052617,False,True,HIGH
2016-12-18 15:30:00,BHMNCPNHS01,0.076,0.24547366797924042,0.1694736679792404,0.1694736679792404,0.028721324138337816,False,True,LOW
2016-12-18 08:00:00,BHMEURBRD02,0.11363636363636363,0.26218050718307495,0.1485441435467113,0.1485441435467113,0.022065362582025974,False,True,LOW
2016-12-11 10:30:00,BHMBCCTHL01,0.958656330749354,0.8126472234725952,-0.14600910727675875,0.14600910727675875,0.021318659407756044,True,False,VERY_HIGH
2016-12-14 08:00:00,BHMEURBRD02,0.5954545454545455,0.47269564867019653,-0.12275889678434893,0.12275889678434893,0.015069746739710434,True,False,HIGH
2016-12-19 10:00:00,BHMBRCBRG01,0.692079207920792,0.579548716545105,-0.11253049137568705,0.11253049137568705,0.012663111489253576,True,False,HIGH
2016-12-11 10:30:00,BHMBRCBRG01,0.6663366336633664,0.5552233457565308,-0.11111328790683561,0.11111328790683561,0.012346162749467341,True,False,HIGH
2016-12-17 08:30:00,BHMBRCBRG01,0.27623762376237626,0.17572906613349915,-0.10050855762887712,0.10050855762887712,0.010101970156637313,True,False,MODERATE
2016-12-18 11:00:00,BHMBRCBRG01,0.996039603960396,0.8982213735580444,-0.0978182304023516,0.0978182304023516,0.009568406199047544,True,False,VERY_HIGH
2016-12-14 08:00:00,BHMNCPNHS01,0.532,0.4384366273880005,-0.09356337261199954,0.09356337261199954,0.008754104694531866,True,False,HIGH
2016-12-11 11:00:00,BHMBRCBRG01,0.9653465346534653,0.8719077706336975,-0.0934387640197678,0.0934387640197678,0.008730802621541855,True,False,VERY_HIGH
2016-12-19 14:00:00,BHMBCCPST01,0.9842271293375394,0.8909159302711487,-0.09331119906639074,0.09331119906639074,0.0087069798712076,True,False,VERY_HIGH
2016-12-19 08:30:00,BHMEURBRD02,0.5727272727272728,0.6638849973678589,0.09115772464058614,0.09115772464058614,0.008309730761648924,False,True,HIGH
2016-12-19 10:30:00,BHMBRCBRG01,0.9217821782178218,0.8320828080177307,-0.08969937020009111,0.08969937020009111,0.008045977014292993,True,False,VERY_HIGH
2016-12-11 10:30:00,Bull Ring,0.47330494595479855,0.3837949335575104,-0.08951001239728817,0.08951001239728817,0.008012042319362683,True,False,MODERATE
2016-12-18 10:30:00,BHMBCCTHL01,0.8940568475452196,0.8056164383888245,-0.08844040915639517,0.08844040915639517,0.007821705971750586,True,False,VERY_HIGH
2016-12-15 08:00:00,BHMNCPRAN01,0.645,0.558269739151001,-0.08673026084899904,0.08673026084899904,0.0075221381469354155,True,False,HIGH
2016-12-18 08:00:00,Broad Street,0.12608695652173912,0.21082478761672974,0.08473783109499061,0.08473783109499061,0.007180500018683158,False,True,LOW
2016-12-17 15:30:00,BHMNCPNHS01,0.216,0.30052492022514343,0.08452492022514344,0.08452492022514344,0.007144462139066862,False,True,LOW
2016-12-11 10:30:00,BHMBRCBRG02,0.5,0.4162413477897644,-0.0837586522102356,0.0837586522102356,0.007015511820075204,True,False,MODERATE
2016-12-18 10:30:00,Bull Ring,0.4860792662954471,0.40323060750961304,-0.08284865878583408,0.08284865878583408,0.006863900262611563,True,False,MODERATE
2016-12-18 10:30:00,BHMBRCBRG02,0.4639865996649916,0.3829142451286316,-0.08107235453636003,0.08107235453636003,0.006572726670069256,True,False,MODERATE
2016-12-15 08:00:00,BHMNCPNHS01,0.42,0.34091654419898987,-0.07908345580101012,0.07908345580101012,0.00625419298143032,True,False,MODERATE
2016-12-14 08:00:00,Broad Street,0.5608695652173913,0.4823780655860901,-0.0784914996313012,0.0784914996313012,0.006160915514370556,True,False,HIGH
2016-12-14 08:00:00,BHMNCPRAN01,0.63,0.5522995591163635,-0.07770044088363648,0.07770044088363648,0.006037358513511487,True,False,HIGH
2016-12-11 11:00:00,BHMNCPPLS01,0.29777777777777775,0.22061292827129364,-0.07716484950648411,0.07716484950648411,0.005954413999358341,True,False,MODERATE
2016-12-19 08:00:00,BHMEURBRD01,0.4574468085106383,0.38051846623420715,-0.07692834227643114,0.07692834227643114,0.005917969845399743,True,False,MODERATE
2016-12-17 10:00:00,BHMBCCTHL01,0.7493540051679587,0.8260283470153809,0.07667434184742217,0.07667434184742217,0.005878954697735354,False,True,HIGH
2016-12-11 11:30:00,BHMBRCBRG02,0.9304857621440537,0.8539450764656067,-0.07654068567844696,0.07654068567844696,0.005858476564126816,True,False,VERY_HIGH
2016-12-10 09:00:00,BHMBRCBRG01,0.49603960396039604,0.41959381103515625,-0.07644579292523979,0.07644579292523979,0.005843959255968641,True,False,MODERATE
2016-12-09 08:30:00,BHMNCPNHS01,0.534,0.6102460026741028,0.07624600267410275,0.07624600267410275,0.005813452923779284,False,True,HIGH
2016-12-09 12:00:00,BHMMBMMBX01,1.0,0.9241252541542053,-0.07587474584579468,0.07587474584579468,0.005756977057163937,True,False,VERY_HIGH
2016-12-11 08:00:00,BHMBCCTHL01,0.3178294573643411,0.39327341318130493,0.07544395581696384,0.07544395581696384,0.005691790469311992,False,True,MODERATE
2016-12-12 09:30:00,BHMBCCTHL01,0.7416020671834626,0.6671038269996643,-0.07449824018379825,0.07449824018379825,0.005549987790482892,True,False,HIGH
2016-12-14 08:00:00,BHMEURBRD01,0.5446808510638298,0.47142767906188965,-0.07325317200194015,0.07325317200194015,0.005366027208345828,True,False,HIGH
2016-12-16 08:30:00,BHMEURBRD01,0.5468085106382978,0.6190437078475952,0.07223519720929739,0.07223519720929739,0.0052179237158660845,False,True,HIGH
2016-12-10 12:30:00,BHMBCCPST01,0.8012618296529969,0.8729854226112366,0.07172359295823971,0.07172359295823971,0.005144273786839253,False,True,VERY_HIGH
2016-12-11 11:00:00,BHMBCCMKT01,0.2027729636048527,0.27373629808425903,0.07096333447940634,0.07096333447940634,0.005035794840436101,False,True,LOW
2016-12-11 10:30:00,BHMBCCSNH01,0.5631517960602549,0.4933004081249237,-0.06985138793533119,0.06985138793533119,0.004879216396492131,True,False,HIGH
2016-12-10 08:30:00,BHMBRCBRG01,0.2633663366336634,0.1935463845729828,-0.06981995206068059,0.06981995206068059,0.004874825705755736,True,False,MODERATE
2016-12-14 08:30:00,Others-CCCPS135a,0.58949266031419,0.6592711806297302,0.06977852031554022,0.06977852031554022,0.0048690418974262585,False,True,HIGH
2016-12-19 12:30:00,BHMBCCPST01,0.7665615141955836,0.6969574093818665,-0.06960410481371715,0.06960410481371715,0.004844731406918923,True,False,VERY_HIGH
2016-12-17 15:00:00,BHMNCPNHS01,0.31,0.3795744478702545,0.06957444787025452,0.06957444787025452,0.004840603796450764,False,True,MODERATE
2016-12-18 10:30:00,BHMBRCBRG01,0.7079207920792079,0.6383849382400513,-0.06953585383915661,0.06953585383915661,0.0048352349691405516,True,False,HIGH
2016-12-18 10:00:00,BHMBRCBRG01,0.36336633663366336,0.29404160380363464,-0.06932473283002871,0.06932473283002871,0.004805918581954861,True,False,MODERATE
2016-12-18 08:00:00,BHMEURBRD01,0.13191489361702127,0.19929644465446472,0.06738155103744345,0.06738155103744345,0.0045402734202115965,False,True,LOW
